Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Regionname,DateSold,YearSold,Age,Grant
Northcote,4 Jeffrey St,3,h,1225000,VB,McGrath,2018-03,5.3,3070,1,1,222,108,1900,Darebin City Council,-37.78323,145.00957,Northern Metropolitan,17/3/2018,2018,118,FALSE
Northcote,9 McLachlan St,3,h,2125000,S,Jellis,2018-03,5.3,3070,1,1,423,127,1930,Darebin City Council,-37.78207,144.99348,Northern Metropolitan,17/3/2018,2018,88,FALSE
Parkdale,10 Cherrington Ct,4,h,1100000,VB,Buxton,2018-03,21.5,3195,2,2,650,215,1970,Kingston City Council,-37.9941,145.08355,South-Eastern Metropolitan,17/3/2018,2018,48,FALSE
Pascoe Vale,3 Quick St,4,h,863000,SP,Jellis,2018-03,8.5,3044,2,2,283,168,2000,Moreland City Council,-37.72196,144.93017,Northern Metropolitan,17/3/2018,2018,18,TRUE
Patterson Lakes,3 Town La,4,h,975000,PI,Buxton,2018-03,31.2,3197,2,2,460,236,2010,Kingston City Council,-38.06049,145.14094,South-Eastern Metropolitan,17/3/2018,2018,8,TRUE
Point Cook,6 Lincolnheath Bvd,4,h,830000,SP,Barry,2018-03,14.7,3030,2,2,700,235,2010,Wyndham City Council,-37.90265,144.7522,Western Metropolitan,17/3/2018,2018,8,TRUE
Prahran,389 High St,2,h,1350000,S,Biggin,2018-03,4.6,3181,2,0,164,135,1915,Stonnington City Council,-37.85277,145.00129,Southern Metropolitan,17/3/2018,2018,103,FALSE
Preston,91 Dundas St,3,h,950000,PI,Spencer,2018-03,8.4,3072,1,1,301,0,1935,Darebin City Council,-37.75302,145.00948,Northern Metropolitan,17/3/2018,2018,83,FALSE
Preston,50 Garnet St,2,t,635000,S,Ray,2018-03,8.4,3072,1,2,152,110,2005,Darebin City Council,-37.74542,145.00086,Northern Metropolitan,17/3/2018,2018,13,TRUE
Preston,252 Gower St,3,h,1000000,S,Nelson,2018-03,8.4,3072,1,1,353,112,1925,Darebin City Council,-37.74064,145.00746,Northern Metropolitan,17/3/2018,2018,93,FALSE
Preston,68 Hotham St,3,h,1250000,PI,McGrath,2018-03,8.4,3072,2,1,206,108,1890,Darebin City Council,-37.74731,145.00751,Northern Metropolitan,17/3/2018,2018,128,FALSE
Reservoir,30 Elinda Pl,2,h,445000,S,Ray,2018-03,12,3073,1,1,144,95,2002,Darebin City Council,-37.69824,145.02372,Northern Metropolitan,17/3/2018,2018,16,TRUE
Reservoir,604A Gilbert Rd,2,h,730000,S,RW,2018-03,12,3073,2,2,192,121,1943,Darebin City Council,-37.72589,144.99266,Northern Metropolitan,17/3/2018,2018,75,FALSE
Richmond,6 Albert Pl,3,h,1798000,S,Biggin,2018-03,2.4,3121,2,1,144,145,1998,Yarra City Council,-37.82467,145.0127,Northern Metropolitan,17/3/2018,2018,20,TRUE
Richmond,9 Bosisto St,3,h,1150000,S,Biggin,2018-03,2.4,3121,2,1,109,124,1890,Yarra City Council,-37.81627,144.99744,Northern Metropolitan,17/3/2018,2018,128,FALSE
Richmond,184 Buckingham St,3,t,1150000,SP,Jellis,2018-03,2.4,3121,2,1,104,118,2002,Yarra City Council,-37.81471,145.0086,Northern Metropolitan,17/3/2018,2018,16,TRUE
Richmond,76 Buckingham St,3,h,2210000,S,hockingstuart,2018-03,2.4,3121,3,2,285,218,1930,Yarra City Council,-37.81415,145.00381,Northern Metropolitan,17/3/2018,2018,88,FALSE
Ringwood,8 Margaret St,4,h,955000,PI,Ray,2018-03,19.9,3134,3,6,710,277,1970,Maroondah City Council,-37.81519,145.21356,Eastern Metropolitan,17/3/2018,2018,48,FALSE
Ringwood North,2 McMahon Ct,4,h,1100000,SP,Fletchers,2018-03,19.9,3134,2,2,710,133,1980,Manningham City Council,-37.7913,145.24013,Eastern Metropolitan,17/3/2018,2018,38,FALSE
Rowville,85 Seebeck Rd,5,h,750000,VB,Barry,2018-03,23.5,3178,3,2,742,241,1999,Knox City Council,-37.93765,145.22329,South-Eastern Metropolitan,17/3/2018,2018,19,TRUE
Roxburgh Park,50 Ravenhill Bvd,4,h,577500,S,YPA,2018-03,20.6,3064,2,2,666,172.5,1996,Hume City Council,-37.6361,144.91884,Northern Metropolitan,17/3/2018,2018,22,TRUE
Roxburgh Park,10 Thurmand Ct,4,h,600000,PI,HAR,2018-03,20.6,3064,2,2,517,224,1996,Hume City Council,-37.63522,144.92848,Northern Metropolitan,17/3/2018,2018,22,TRUE
Seaford,25 Kananook Av,3,h,955000,S,Harcourts,2018-03,35.4,3198,2,2,1000,197,1958,Frankston City Council,-38.11526,145.12831,South-Eastern Metropolitan,17/3/2018,2018,60,FALSE
Seddon,52 Austin St,3,h,1020000,VB,Jas,2018-03,5.1,3011,1,0,213,97,1900,Maribyrnong City Council,-37.80563,144.89352,Western Metropolitan,17/3/2018,2018,118,FALSE
Seddon,28 Charles St,4,h,1085000,SP,Sweeney,2018-03,5.1,3011,1,0,258,116,1900,Maribyrnong City Council,-37.80692,144.89513,Western Metropolitan,17/3/2018,2018,118,FALSE
South Kingsville,55A Vernon St,4,h,1030000,SP,Jas,2018-03,6.2,3015,3,2,212,192,2013,Hobsons Bay City Council,-37.83187,144.87164,Western Metropolitan,17/3/2018,2018,5,TRUE
South Morang,18 Woodruff Rd,4,h,702000,S,Barry,2018-03,20.5,3752,2,2,714,245,2007,Whittlesea City Council,-37.62287,145.0906,Northern Metropolitan,17/3/2018,2018,11,TRUE
South Yarra,25 Albion St,3,h,2160000,S,Jellis,2018-03,2.7,3141,2,0,217,175,1930,Melbourne City Council,-37.84305,144.98701,Southern Metropolitan,17/3/2018,2018,88,FALSE
Springvale,40 Gove St,3,h,1120000,PI,LJ,2018-03,20.8,3171,1,2,875,134,1950,Greater Dandenong City Council,-37.94282,145.15888,South-Eastern Metropolitan,17/3/2018,2018,68,FALSE
St Albans,25 Bent St,3,h,475000,S,Barry,2018-03,14,3021,1,1,478,103,1968,Brimbank City Council,-37.75501,144.80459,Western Metropolitan,17/3/2018,2018,50,FALSE
St Kilda,2 Alfred Sq,4,h,3600000,VB,Marshall,2018-03,5,3182,2,1,596,293,1880,Port Phillip City Council,-37.86429,144.97382,Southern Metropolitan,17/3/2018,2018,138,FALSE
Strathmore,18 Glenview Rd,5,h,3300000,S,Nelson,2018-03,8.2,3041,5,2,1076,397,2015,Moonee Valley City Council,-37.73896,144.92131,Western Metropolitan,17/3/2018,2018,3,TRUE
Sunbury,19 Grout Ct,4,h,592000,SP,One,2018-03,31.7,3429,2,2,609,169,2000,Hume City Council,-37.58752,144.69896,Western Metropolitan,17/3/2018,2018,18,TRUE
Sunbury,21 Kingsley Dr,3,h,545000,SP,One,2018-03,31.7,3429,1,3,651,103,1980,Hume City Council,-37.58776,144.7117,Western Metropolitan,17/3/2018,2018,38,FALSE
Sunshine North,38 Barwon Av,2,h,600000,PI,Douglas,2018-03,10.5,3020,1,2,612,95,1970,Brimbank City Council,-37.76914,144.82632,Western Metropolitan,17/3/2018,2018,48,FALSE
Sunshine North,12 Lurg Av,3,h,695000,S,Douglas,2018-03,10.5,3020,1,2,697,120,1964,Brimbank City Council,-37.76374,144.82401,Western Metropolitan,17/3/2018,2018,54,FALSE
Sunshine West,54 Bardsley St,3,h,760000,S,Barry,2018-03,10.5,3020,1,1,603,116,1955,Brimbank City Council,-37.79146,144.82045,Western Metropolitan,17/3/2018,2018,63,FALSE
Sunshine West,32 Kosa Av,3,t,535000,PI,Douglas,2018-03,10.5,3020,2,2,166,134,2013,Brimbank City Council,-37.79498,144.79227,Western Metropolitan,17/3/2018,2018,5,TRUE
Sunshine West,16 Ryder St,3,t,510000,PI,Barry,2018-03,10.5,3020,1,1,152,105,2013,Brimbank City Council,-37.79057,144.82188,Western Metropolitan,17/3/2018,2018,5,TRUE
Surrey Hills,27 Surrey Av,4,h,2665000,SP,hockingstuart,2018-03,10.2,3127,3,2,444,241,1910,Boroondara City Council,-37.82144,145.09627,Southern Metropolitan,17/3/2018,2018,108,FALSE
Tarneit,31 Emperor Pde,3,h,465000,SA,YPA,2018-03,18.4,3029,2,2,355,142,2008,Wyndham City Council,-37.84869,144.66707,Western Metropolitan,17/3/2018,2018,10,TRUE
Taylors Hill,15 Mitchell Gr,4,h,720000,PI,Barry,2018-03,18,3037,2,2,601,208,2005,Melton City Council,-37.71823,144.75695,Western Metropolitan,17/3/2018,2018,13,TRUE
Taylors Hill,15 Park La,3,h,655000,S,YPA,2018-03,18,3037,2,2,621,654,1998,Melton City Council,-37.71542,144.75897,Western Metropolitan,17/3/2018,2018,20,TRUE
Templestowe,19 Jacobena Pl,4,h,1370000,VB,Fletchers,2018-03,15.5,3106,2,2,781,269,1980,Manningham City Council,-37.75726,145.14123,Eastern Metropolitan,17/3/2018,2018,38,FALSE
Templestowe,5 Noorilim Cl,3,h,1496000,S,Fletchers,2018-03,15.5,3106,2,2,722,262,1975,Manningham City Council,-37.77459,145.14123,Eastern Metropolitan,17/3/2018,2018,43,FALSE
Thomastown,134 Main St,3,h,639000,S,Love,2018-03,15.3,3074,1,2,538,129.5,1965,Whittlesea City Council,-37.67839,144.9974,Northern Metropolitan,17/3/2018,2018,53,FALSE
Thornbury,2 Bradley Av,3,h,1530000,S,Jellis,2018-03,7,3071,1,2,442,127,1950,Darebin City Council,-37.76113,144.99212,Northern Metropolitan,17/3/2018,2018,68,FALSE
Thornbury,172A Normanby Av,2,h,816000,S,Love,2018-03,7,3071,1,2,166,87,1994,Darebin City Council,-37.75773,144.98542,Northern Metropolitan,17/3/2018,2018,24,TRUE
Thornbury,83 Normanby Av,3,h,1185000,S,Woodards,2018-03,7,3071,2,2,313,124,1910,Darebin City Council,-37.75879,144.99196,Northern Metropolitan,17/3/2018,2018,108,FALSE
Toorak,29 Gordon St,3,h,2300000,PI,RT,2018-03,4.1,3142,2,1,230,181,1930,Stonnington City Council,-37.84387,145.00687,Southern Metropolitan,17/3/2018,2018,88,FALSE
Travancore,106 Baroda St,2,h,972000,S,Nelson,2018-03,4.3,3032,1,4,315,82,1930,Moonee Valley City Council,-37.7778,144.93439,Western Metropolitan,17/3/2018,2018,88,FALSE
Vermont South,1 Cottonwood Av,3,h,1120000,SP,Ray,2018-03,17.2,3133,2,2,647,145,1980,Whitehorse City Council,-37.85785,145.17049,Eastern Metropolitan,17/3/2018,2018,38,FALSE
Viewbank,41 Diane Cr,4,h,1150000,VB,Miles,2018-03,8.9,3084,2,2,585,215,1980,Banyule City Council,-37.74127,145.08848,Eastern Metropolitan,17/3/2018,2018,38,FALSE
Wantirna South,5 Hunt Ct,3,h,980000,S,Harcourts,2018-03,14.7,3152,2,2,650,156,1985,Knox City Council,-37.88812,145.22391,Eastern Metropolitan,17/3/2018,2018,33,FALSE
Warrandyte,261 Tindals Rd,5,h,3250000,S,Barry,2018-03,21.1,3113,3,6,4330,417,1985,Manningham City Council,-37.76192,145.19617,Eastern Metropolitan,17/3/2018,2018,33,FALSE
Werribee,24 Pelican Pl,4,h,470000,SP,hockingstuart,2018-03,14.7,3030,1,2,681,100,1980,Wyndham City Council,-37.88707,144.67619,Western Metropolitan,17/3/2018,2018,38,FALSE
Werribee,25 Swan St,3,h,491500,S,Ray,2018-03,14.7,3030,1,2,514,151,1980,Wyndham City Council,-37.88318,144.66005,Western Metropolitan,17/3/2018,2018,38,FALSE
Werribee,11 Taisho Ct,4,h,580000,S,Purplebricks,2018-03,14.7,3030,2,2,451,192,2000,Wyndham City Council,-37.90813,144.63034,Western Metropolitan,17/3/2018,2018,18,TRUE
Werribee,36 Tigris Cl,3,h,430000,SP,Greg,2018-03,14.7,3030,1,2,302,115,1995,Wyndham City Council,-37.88006,144.65671,Western Metropolitan,17/3/2018,2018,23,TRUE
West Footscray,19 Hope St,4,h,1230000,S,Jas,2018-03,6.4,3012,2,2,353,160,1935,Maribyrnong City Council,-37.79175,144.87185,Western Metropolitan,17/3/2018,2018,83,FALSE
Wheelers Hill,71 Phoenix Dr,4,h,1280000,S,Barry,2018-03,16.7,3150,3,2,678,190,1980,Monash City Council,-37.91318,145.1858,South-Eastern Metropolitan,17/3/2018,2018,38,FALSE
Williamstown,58 Anzac Cr,4,h,1600000,PI,Williams,2018-03,6.8,3016,3,2,509,127,1990,Hobsons Bay City Council,-37.8621,144.88598,Western Metropolitan,17/3/2018,2018,28,TRUE
Williamstown,12 McGuire Cr,3,h,1150000,SP,Williams,2018-03,6.8,3016,2,2,330,112,2000,Hobsons Bay City Council,-37.85714,144.87523,Western Metropolitan,17/3/2018,2018,18,TRUE
Williamstown,4 McGuire Cr,3,h,1150000,SP,Williams,2018-03,6.8,3016,2,2,270,150,1998,Hobsons Bay City Council,-37.85681,144.87529,Western Metropolitan,17/3/2018,2018,20,TRUE
Wollert,15 Althorp St,3,h,600000,SP,hockingstuart,2018-03,25.5,3750,2,2,360,149,2017,Whittlesea City Council,-37.6136,144.99863,Northern Metropolitan,17/3/2018,2018,1,TRUE
Wollert,40 Whitebark St,4,h,615000,S,HAR,2018-03,25.5,3750,2,2,392,0,2015,Whittlesea City Council,-37.61252,145.04288,Northern Metropolitan,17/3/2018,2018,3,TRUE
Wyndham Vale,28 Aldridge Rd,4,h,535000,SP,Sweeney,2018-03,27.2,3024,2,2,545,198,2010,Wyndham City Council,-37.8955,144.61192,Western Metropolitan,17/3/2018,2018,8,TRUE
Wyndham Vale,6 Bromley St,3,h,421000,S,hockingstuart,2018-03,27.2,3024,1,1,259,112,1999,Wyndham City Council,-37.88721,144.6246,Western Metropolitan,17/3/2018,2018,19,TRUE
Wyndham Vale,6 Fatham Dr,4,h,510000,S,hockingstuart,2018-03,27.2,3024,2,2,472,168,2010,Wyndham City Council,-37.88102,144.63138,Western Metropolitan,17/3/2018,2018,8,TRUE
Yallambie,10 Fahey Cr,3,h,825000,S,Barry,2018-03,12.7,3085,1,1,642,131,1960,Banyule City Council,-37.72966,145.08211,Northern Metropolitan,17/3/2018,2018,58,FALSE
Yarraville,23 Frederick St,3,h,1125000,S,Village,2018-03,6.3,3013,1,1,294,112,1900,Maribyrnong City Council,-37.81973,144.89735,Western Metropolitan,17/3/2018,2018,118,FALSE
Yarraville,42 Kingston St,2,h,939000,SP,hockingstuart,2018-03,6.3,3013,1,1,188,75,1920,Maribyrnong City Council,-37.81449,144.88065,Western Metropolitan,17/3/2018,2018,98,FALSE
Yarraville,30 Sussex St,3,h,1200000,SP,Jas,2018-03,6.3,3013,1,0,268,119,1915,Maribyrnong City Council,-37.81968,144.89142,Western Metropolitan,17/3/2018,2018,103,FALSE
Albion,2 Barclay St,2,h,655000,S,Douglas,2018-02,10.5,3020,1,2,463,97,1950,Brimbank City Council,-37.78159,144.82373,Western Metropolitan,24/2/2018,2018,68,FALSE
Albion,8B Brisbane St,3,t,600000,S,Bells,2018-02,10.5,3020,2,2,187,120,2010,Brimbank City Council,-37.77804,144.81643,Western Metropolitan,24/2/2018,2018,8,TRUE
Altona Meadows,4 Hoddle Wy,3,h,632500,S,Barry,2018-02,15.5,3028,1,4,530,113,1980,Hobsons Bay City Council,-37.88698,144.78551,Western Metropolitan,24/2/2018,2018,38,FALSE
Altona North,11a Mahon Av,3,h,860000,S,Greg,2018-02,9.4,3025,2,2,323,161,2016,Hobsons Bay City Council,-37.83015,144.85064,Western Metropolitan,24/2/2018,2018,2,TRUE
Armadale,4 Armadale St,4,h,4250000,PI,Marshall,2018-02,6.3,3143,3,2,550,283,1890,Stonnington City Council,-37.8604,145.01852,Southern Metropolitan,24/2/2018,2018,128,FALSE
Ascot Vale,2 Bettina Ct,3,h,1320000,S,Brad,2018-02,4.3,3032,1,2,438,147.5,1960,Moonee Valley City Council,-37.77451,144.9025,Western Metropolitan,24/2/2018,2018,58,FALSE
Ascot Vale,28 Gillespie Av,3,h,1080000,S,Brad,2018-02,4.3,3032,2,2,223,137,2010,Moonee Valley City Council,-37.77748,144.90652,Western Metropolitan,24/2/2018,2018,8,TRUE
Ashwood,22 Carlyle St,3,h,1554000,S,hockingstuart,2018-02,10.2,3147,2,4,698,154,1945,Monash City Council,-37.86131,145.09638,Southern Metropolitan,24/2/2018,2018,73,FALSE
Ashwood,41 Closter Av,4,h,1850000,S,Buxton,2018-02,10.2,3147,3,2,746,164,1960,Monash City Council,-37.86491,145.09752,Southern Metropolitan,24/2/2018,2018,58,FALSE
Attwood,21 Threadneedle St,4,h,805000,PI,Barry,2018-02,16.5,3049,2,2,630,269,2000,Hume City Council,-37.6712,144.87911,Northern Metropolitan,24/2/2018,2018,18,TRUE
Avondale Heights,9 Brentwood Dr,3,h,810000,PI,Moonee,2018-02,9.5,3034,1,1,525,105,1960,Moonee Valley City Council,-37.77278,144.85418,Western Metropolitan,24/2/2018,2018,58,FALSE
Balaclava,17 Brunning St,3,h,1467500,S,McGrath,2018-02,6.4,3183,1,1,222,108,1910,Port Phillip City Council,-37.8731,144.99168,Southern Metropolitan,24/2/2018,2018,108,FALSE
Balaclava,56 Gourlay St,4,h,1550000,S,Whiting,2018-02,6.4,3183,2,2,467,163,1900,Port Phillip City Council,-37.87245,144.9976,Southern Metropolitan,24/2/2018,2018,118,FALSE
Balaclava,42 Rosamond St,2,h,1160000,S,McGrath,2018-02,6.4,3183,1,1,178,98,1915,Port Phillip City Council,-37.86991,144.99244,Southern Metropolitan,24/2/2018,2018,103,FALSE
Balwyn North,13 Corby St,3,h,1800000,VB,Marshall,2018-02,9.7,3104,1,2,676,140,1950,Boroondara City Council,-37.79162,145.08315,Southern Metropolitan,24/2/2018,2018,68,FALSE
Balwyn North,74 Corhampton Rd,4,h,1562000,S,Fletchers,2018-02,9.7,3104,2,1,436,160,1930,Boroondara City Council,-37.80088,145.066,Southern Metropolitan,24/2/2018,2018,88,FALSE
Balwyn North,36 Kyora Pde,4,h,1950000,VB,Jellis,2018-02,9.7,3104,2,2,836,196,1940,Boroondara City Council,-37.78775,145.07043,Southern Metropolitan,24/2/2018,2018,78,FALSE
Balwyn North,39 Walbundry Av,4,h,3100000,PI,Fletchers,2018-02,9.7,3104,3,1,836,196,1935,Boroondara City Council,-37.79154,145.06912,Southern Metropolitan,24/2/2018,2018,83,FALSE
Beaumaris,152 Reserve Rd,4,h,1800000,VB,Hodges,2018-02,17.3,3193,2,2,1105,251,2005,Bayside City Council,-37.97677,145.03506,Southern Metropolitan,24/2/2018,2018,13,TRUE
Bellfield,138 Liberty Pde,3,h,815000,S,Nelson,2018-02,8.8,3081,1,2,612,102,1950,Banyule City Council,-37.75017,145.03497,Eastern Metropolitan,24/2/2018,2018,68,FALSE
Bentleigh,3A Durban St,3,t,1300000,VB,Jellis,2018-02,11.4,3204,2,2,275,205,2012,Glen Eira City Council,-37.92662,145.04846,Southern Metropolitan,24/2/2018,2018,6,TRUE
Bentleigh,2/2 Gilmour Rd,3,t,1002500,S,Jellis,2018-02,11.4,3204,2,2,239,119,2010,Glen Eira City Council,-37.93248,145.04219,Southern Metropolitan,24/2/2018,2018,8,TRUE
Bentleigh,1 Harding St,4,h,1390000,S,Buxton,2018-02,11.4,3204,2,2,833,158,1920,Glen Eira City Council,-37.92868,145.0314,Southern Metropolitan,24/2/2018,2018,98,FALSE
Bentleigh,11 Park Cr,4,h,2050000,S,Jellis,2018-02,11.4,3204,2,4,599,170,1930,Glen Eira City Council,-37.92319,145.03368,Southern Metropolitan,24/2/2018,2018,88,FALSE
Bentleigh East,54A MacKie Rd,4,t,1150000,VB,Gary,2018-02,13.8,3165,3,2,303,187,2016,Glen Eira City Council,-37.91852,145.07436,Southern Metropolitan,24/2/2018,2018,2,TRUE
Blackburn North,72 Kett St,4,h,980000,S,Barry,2018-02,13.4,3130,3,2,605,184,1965,Whitehorse City Council,-37.80394,145.16754,Eastern Metropolitan,24/2/2018,2018,53,FALSE
Brighton,114 Cole St,4,h,2710000,S,Biggin,2018-02,10.5,3186,2,2,547,216,1905,Bayside City Council,-37.89538,145.00121,Southern Metropolitan,24/2/2018,2018,113,FALSE
Brighton,74 Well St,5,h,3800000,PI,Buxton,2018-02,10.5,3186,2,2,624,438,2000,Bayside City Council,-37.91852,144.99742,Southern Metropolitan,24/2/2018,2018,18,TRUE
Brunswick,237 Albion St,2,h,1150000,SP,Jellis,2018-02,5.2,3056,1,2,398,107,1890,Moreland City Council,-37.76032,144.95981,Northern Metropolitan,24/2/2018,2018,128,FALSE
Brunswick,1 Hanover St,3,h,1035500,S,McDonald,2018-02,5.2,3056,1,0,375,116,1900,Moreland City Council,-37.76276,144.9535,Northern Metropolitan,24/2/2018,2018,118,FALSE
Brunswick,80 Stewart St,3,h,984000,PI,Woodards,2018-02,5.2,3056,1,2,207,115,1910,Moreland City Council,-37.76422,144.96888,Northern Metropolitan,24/2/2018,2018,108,FALSE
Brunswick East,63 Albert St,4,h,1500000,S,Jellis,2018-02,4,3057,2,2,153,175,1900,Moreland City Council,-37.76998,144.97358,Northern Metropolitan,24/2/2018,2018,118,FALSE
Brunswick East,27 Barkly St,4,h,2300000,S,Woodards,2018-02,4,3057,2,1,416,241,1915,Moreland City Council,-37.77766,144.97604,Northern Metropolitan,24/2/2018,2018,103,FALSE
Brunswick West,13 Curtin Av,2,h,720000,PI,Nelson,2018-02,5.2,3055,1,2,377,134.5,1950,Moreland City Council,-37.75702,144.93678,Northern Metropolitan,24/2/2018,2018,68,FALSE
Brunswick West,54 Smith St,3,h,1290000,S,Brad,2018-02,5.2,3055,1,2,421,126,1930,Moreland City Council,-37.7676,144.94559,Northern Metropolitan,24/2/2018,2018,88,FALSE
Brunswick West,21 Walker St,3,h,1211000,S,Nelson,2018-02,5.2,3055,1,2,555,134,1920,Moreland City Council,-37.76703,144.94235,Northern Metropolitan,24/2/2018,2018,98,FALSE
Brunswick West,13A Waxman Pde,4,t,950000,PI,Barry,2018-02,5.2,3055,2,2,263,180,2014,Moreland City Council,-37.75845,144.93448,Northern Metropolitan,24/2/2018,2018,4,TRUE
Bulleen,19 Avon St,3,h,950000,PI,Jellis,2018-02,10.8,3105,2,2,264,185,1980,Manningham City Council,-37.76548,145.08535,Eastern Metropolitan,24/2/2018,2018,38,FALSE
Bulleen,13 Moresby Av,4,h,1292000,S,Jellis,2018-02,10.8,3105,2,1,733,206,1970,Manningham City Council,-37.77716,145.09366,Eastern Metropolitan,24/2/2018,2018,48,FALSE
Bullengarook,11 Dohoney Rd,4,h,865000,S,Raine,2018-02,45.9,3437,2,0,42800,180,2000,Macedon Ranges Shire Council,-37.47154,144.53828,Northern Victoria,24/2/2018,2018,18,TRUE
Bundoora,33 Boston Rd,3,h,817000,S,Barry,2018-02,12.1,3083,1,2,550,145,1970,Banyule City Council,-37.6963,145.07767,Northern Metropolitan,24/2/2018,2018,48,FALSE
Burnside Heights,5 Wills Tce,3,h,660000,S,YPA,2018-02,14.8,3023,2,2,415,180,2010,Melton City Council,-37.73285,144.7578,Western Metropolitan,24/2/2018,2018,8,TRUE
Burwood,14 Delany Av,3,h,1725000,S,Ray,2018-02,10.4,3125,2,2,766,150,1960,Monash City Council,-37.849,145.11839,Southern Metropolitan,24/2/2018,2018,58,FALSE
Camberwell,30 Fairview Av,2,h,1550000,VB,Marshall,2018-02,7.7,3124,2,2,606,118,1930,Boroondara City Council,-37.84764,145.09273,Southern Metropolitan,24/2/2018,2018,88,FALSE
Camberwell,2 Maple Cr,4,h,2200000,VB,Marshall,2018-02,7.7,3124,2,2,651,198.5,1930,Boroondara City Council,-37.83989,145.06877,Southern Metropolitan,24/2/2018,2018,88,FALSE
Camberwell,44 Moorhouse St,3,h,1550000,VB,Marshall,2018-02,7.7,3124,2,2,968,172,2007,Boroondara City Council,-37.82901,145.06714,Southern Metropolitan,24/2/2018,2018,11,TRUE
Camberwell,20 Morey St,4,h,2700000,S,The,2018-02,7.7,3124,4,4,1071,209,1950,Boroondara City Council,-37.84136,145.09452,Southern Metropolitan,24/2/2018,2018,68,FALSE
Camberwell,11 Outlook Dr,4,h,1625000,S,Jellis,2018-02,7.7,3124,2,2,650,187,1940,Boroondara City Council,-37.84865,145.09152,Southern Metropolitan,24/2/2018,2018,78,FALSE
Camberwell,2 Weafgreen Ct,5,h,2650000,VB,hockingstuart,2018-02,7.7,3124,3,6,677,242,1950,Boroondara City Council,-37.8371,145.09231,Southern Metropolitan,24/2/2018,2018,68,FALSE
Carnegie,58 Rosanna St,5,h,1630000,S,Marshall,2018-02,10.1,3163,3,2,743,283,1975,Glen Eira City Council,-37.89949,145.06272,Southern Metropolitan,24/2/2018,2018,43,FALSE
Caroline Springs,18 Streeton Av,4,h,725000,SP,Barry,2018-02,14.8,3023,2,4,736,186,2005,Melton City Council,-37.71012,144.73487,Western Metropolitan,24/2/2018,2018,13,TRUE
Caulfield South,48 Sycamore St,4,h,1605000,PI,Gary,2018-02,8.7,3162,2,2,388,275,2001,Glen Eira City Council,-37.88957,145.01799,Southern Metropolitan,24/2/2018,2018,17,TRUE
Chadstone,15 Gateway Cl,3,t,765000,S,Woodards,2018-02,11.7,3148,2,1,255,115,2000,Monash City Council,-37.88267,145.10823,Southern Metropolitan,24/2/2018,2018,18,TRUE
Cheltenham,7 Joami St,2,t,880000,S,O'Brien,2018-02,17.9,3192,2,2,263,164,2017,Bayside City Council,-37.95746,145.06888,Southern Metropolitan,24/2/2018,2018,1,TRUE
Cheltenham,2 Primrose Av,3,t,790000,S,Buxton,2018-02,17.9,3192,2,2,171,112,2014,Bayside City Council,-37.95653,145.06708,Southern Metropolitan,24/2/2018,2018,4,TRUE
Clarinda,4 Allambi Ct,4,h,990000,S,C21,2018-02,17.5,3169,2,2,667,150,1982,Kingston City Council,-37.93764,145.10087,South-Eastern Metropolitan,24/2/2018,2018,36,FALSE
Clifton Hill,428 Wellington St,4,h,1369000,S,Ray,2018-02,3.6,3068,2,1,174,160,1999,Yarra City Council,-37.79335,144.98857,Northern Metropolitan,24/2/2018,2018,19,TRUE
Coburg,10 Bruce St,4,h,1300000,S,Barry,2018-02,6.7,3058,2,0,406,132,1930,Darebin City Council,-37.74601,144.94799,Northern Metropolitan,24/2/2018,2018,88,FALSE
Coburg,36 Stockade Av,4,t,1082000,S,Woodards,2018-02,6.7,3058,2,4,254,249,2000,Darebin City Council,-37.73715,144.97044,Northern Metropolitan,24/2/2018,2018,18,TRUE
Coburg,171 The Avenue,3,h,1035000,S,Nelson,2018-02,6.7,3058,1,2,375,169,1930,Darebin City Council,-37.75339,144.97687,Northern Metropolitan,24/2/2018,2018,88,FALSE
Coburg,7A Younger St,3,h,810000,VB,Brad,2018-02,6.7,3058,2,1,182,118,2008,Darebin City Council,-37.74319,144.97717,Northern Metropolitan,24/2/2018,2018,10,TRUE
Coburg North,7 Albert St,4,h,745000,PI,Brad,2018-02,6.7,3058,1,1,610,106,1950,Darebin City Council,-37.71984,144.96735,Northern Metropolitan,24/2/2018,2018,68,FALSE
Craigieburn,18 Baronial Wy,4,h,715000,S,Ray,2018-02,20.6,3064,2,2,576,237,2014,Hume City Council,-37.59928,144.90109,Northern Metropolitan,24/2/2018,2018,4,TRUE
Craigieburn,23 Braveheart Rd,3,h,455000,S,Barry,2018-02,20.6,3064,2,2,293,110,2015,Hume City Council,-37.59962,144.89789,Northern Metropolitan,24/2/2018,2018,3,TRUE
Craigieburn,17 Holman Av,3,h,594000,S,Barry,2018-02,20.6,3064,2,2,459,183,2011,Hume City Council,-37.58023,144.91104,Northern Metropolitan,24/2/2018,2018,7,TRUE
Craigieburn,18 Humber St,4,h,520000,VB,Barry,2018-02,20.6,3064,2,2,448,142,2010,Hume City Council,-37.57027,144.91699,Northern Metropolitan,24/2/2018,2018,8,TRUE
